cluster_num	sid	gene_i	all_genes_i	gene_j	all_genes_j	subtype	chr_i	pos_i	strand_i	chr_j	pos_j	strand_j	pval	prob	num_hits
5	TCGA-06-5856-01A	DDIT3*	"DDIT3*	GLI1*	CDK4*	SHMT2	ARHGAP9	R3HDM2	B4GALNT1	OS9	MIR616	AVIL	METTL1	DCTN2	LRP1	LRP1-AS	MIR6758	LOC101927583	MIR6759	LOC283387	TSFM	PIP4K2C	CYP27B1	STAC3	NXPH4	AGAP2	MIR26A2	DTX3	ARHGEF25	MIR1228	EEF1AKMT3	MARS1	INHBC	KIF5A	AGAP2-AS1	TSPAN31	MBD6	INHBE	NDUFA4L2	CTDSP2	MARCHF9	SLC26A10"	BEST3	"BEST3	RAB3IP	YEATS4	FRS2	MYRFL	CCT2	MIR1279	SNORA113	MIR3913-1	MIR3913-2	LOC101928002	CPSF6	LYZ	LRRC10"	TCGA-GBM	12	57174711	+	12	69461801	+	1.8e-05	0.000263818181908996	8
5	TCGA-06-5856-01A	DDIT3*	"DDIT3*	GLI1*	CDK4*	SHMT2	ARHGAP9	R3HDM2	B4GALNT1	OS9	MIR616	AVIL	METTL1	DCTN2	LRP1	LRP1-AS	MIR6758	LOC101927583	MIR6759	LOC283387	TSFM	PIP4K2C	CYP27B1	STAC3	NXPH4	AGAP2	MIR26A2	DTX3	ARHGEF25	MIR1228	EEF1AKMT3	MARS1	INHBC	KIF5A	AGAP2-AS1	TSPAN31	MBD6	INHBE	NDUFA4L2	CTDSP2	MARCHF9	SLC26A10"	BEST3	"BEST3	RAB3IP	YEATS4	FRS2	MYRFL	CCT2	MIR1279	SNORA113	MIR3913-1	MIR3913-2	LOC101928002	CPSF6	LYZ	LRRC10"	TCGA-GBM	12	57185889	-	12	69632884	-	1.8e-05	0.000263818181908996	8
5	TCGA-06-5856-01A	DDIT3*	"DDIT3*	GLI1*	CDK4*	SHMT2	ARHGAP9	R3HDM2	B4GALNT1	OS9	MIR616	AVIL	METTL1	DCTN2	LRP1	LRP1-AS	MIR6758	LOC101927583	MIR6759	LOC283387	TSFM	PIP4K2C	CYP27B1	STAC3	NXPH4	AGAP2	MIR26A2	DTX3	ARHGEF25	MIR1228	EEF1AKMT3	MARS1	INHBC	KIF5A	AGAP2-AS1	TSPAN31	MBD6	INHBE	NDUFA4L2	CTDSP2	MARCHF9	SLC26A10"	BEST3	"BEST3	RAB3IP	YEATS4	FRS2	MYRFL	CCT2	MIR1279	SNORA113	MIR3913-1	MIR3913-2	LOC101928002	CPSF6	LYZ	LRRC10"	TCGA-GBM	12	57461203	-	12	69618187	+	1.8e-05	0.000263818181908996	8
5	TCGA-06-6695-01A	DDIT3*	"DDIT3*	GLI1*	CDK4*	SHMT2	ARHGAP9	R3HDM2	B4GALNT1	OS9	MIR616	AVIL	METTL1	DCTN2	LRP1	LRP1-AS	MIR6758	LOC101927583	MIR6759	LOC283387	TSFM	PIP4K2C	CYP27B1	STAC3	NXPH4	AGAP2	MIR26A2	DTX3	ARHGEF25	MIR1228	EEF1AKMT3	MARS1	INHBC	KIF5A	AGAP2-AS1	TSPAN31	MBD6	INHBE	NDUFA4L2	CTDSP2	MARCHF9	SLC26A10"	BEST3	"BEST3	RAB3IP	YEATS4	FRS2	MYRFL	CCT2	MIR1279	SNORA113	MIR3913-1	MIR3913-2	LOC101928002	CPSF6	LYZ	LRRC10"	TCGA-GBM	12	57379927	+	12	69266119	+	1.8e-05	0.000263818181908996	8
5	TCGA-28-5214-01A	DDIT3*	"DDIT3*	GLI1*	CDK4*	SHMT2	ARHGAP9	R3HDM2	B4GALNT1	OS9	MIR616	AVIL	METTL1	DCTN2	LRP1	LRP1-AS	MIR6758	LOC101927583	MIR6759	LOC283387	TSFM	PIP4K2C	CYP27B1	STAC3	NXPH4	AGAP2	MIR26A2	DTX3	ARHGEF25	MIR1228	EEF1AKMT3	MARS1	INHBC	KIF5A	AGAP2-AS1	TSPAN31	MBD6	INHBE	NDUFA4L2	CTDSP2	MARCHF9	SLC26A10"	BEST3	"BEST3	RAB3IP	YEATS4	FRS2	MYRFL	CCT2	MIR1279	SNORA113	MIR3913-1	MIR3913-2	LOC101928002	CPSF6	LYZ	LRRC10"	TCGA-GBM	12	57591442	+	12	69566559	-	1.8e-05	0.000263818181908996	8
5	TCGA-28-5214-01A	DDIT3*	"DDIT3*	GLI1*	CDK4*	SHMT2	ARHGAP9	R3HDM2	B4GALNT1	OS9	MIR616	AVIL	METTL1	DCTN2	LRP1	LRP1-AS	MIR6758	LOC101927583	MIR6759	LOC283387	TSFM	PIP4K2C	CYP27B1	STAC3	NXPH4	AGAP2	MIR26A2	DTX3	ARHGEF25	MIR1228	EEF1AKMT3	MARS1	INHBC	KIF5A	AGAP2-AS1	TSPAN31	MBD6	INHBE	NDUFA4L2	CTDSP2	MARCHF9	SLC26A10"	BEST3	"BEST3	RAB3IP	YEATS4	FRS2	MYRFL	CCT2	MIR1279	SNORA113	MIR3913-1	MIR3913-2	LOC101928002	CPSF6	LYZ	LRRC10"	TCGA-GBM	12	57735494	-	12	69532466	-	1.8e-05	0.000263818181908996	8
5	TCGA-32-4208-01A	DDIT3*	"DDIT3*	GLI1*	CDK4*	SHMT2	ARHGAP9	R3HDM2	B4GALNT1	OS9	MIR616	AVIL	METTL1	DCTN2	LRP1	LRP1-AS	MIR6758	LOC101927583	MIR6759	LOC283387	TSFM	PIP4K2C	CYP27B1	STAC3	NXPH4	AGAP2	MIR26A2	DTX3	ARHGEF25	MIR1228	EEF1AKMT3	MARS1	INHBC	KIF5A	AGAP2-AS1	TSPAN31	MBD6	INHBE	NDUFA4L2	CTDSP2	MARCHF9	SLC26A10"	BEST3	"BEST3	RAB3IP	YEATS4	FRS2	MYRFL	CCT2	MIR1279	SNORA113	MIR3913-1	MIR3913-2	LOC101928002	CPSF6	LYZ	LRRC10"	TCGA-GBM	12	57916104	+	12	70077970	-	1.8e-05	0.000263818181908996	8
5	TCGA-32-4208-01A	DDIT3*	"DDIT3*	GLI1*	CDK4*	SHMT2	ARHGAP9	R3HDM2	B4GALNT1	OS9	MIR616	AVIL	METTL1	DCTN2	LRP1	LRP1-AS	MIR6758	LOC101927583	MIR6759	LOC283387	TSFM	PIP4K2C	CYP27B1	STAC3	NXPH4	AGAP2	MIR26A2	DTX3	ARHGEF25	MIR1228	EEF1AKMT3	MARS1	INHBC	KIF5A	AGAP2-AS1	TSPAN31	MBD6	INHBE	NDUFA4L2	CTDSP2	MARCHF9	SLC26A10"	BEST3	"BEST3	RAB3IP	YEATS4	FRS2	MYRFL	CCT2	MIR1279	SNORA113	MIR3913-1	MIR3913-2	LOC101928002	CPSF6	LYZ	LRRC10"	TCGA-GBM	12	58006145	-	12	70066524	+	1.8e-05	0.000263818181908996	8
6	TCGA-06-2561-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21101799	-	9	25101986	+	2.7e-05	0.00122468909700094	11
6	TCGA-06-2561-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21708989	+	9	25102087	-	2.7e-05	0.00122468909700094	11
6	TCGA-06-2564-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21067677	+	9	25886368	-	2.7e-05	0.00122468909700094	11
6	TCGA-06-2564-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21161798	+	9	25885265	+	2.7e-05	0.00122468909700094	11
6	TCGA-06-6700-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21513646	+	9	25532619	-	2.7e-05	0.00122468909700094	11
6	TCGA-06-6700-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21760037	-	9	25604712	+	2.7e-05	0.00122468909700094	11
6	TCGA-06-6700-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21782154	+	9	25659465	+	2.7e-05	0.00122468909700094	11
6	TCGA-12-0827-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21088407	+	9	25664509	+	2.7e-05	0.00122468909700094	11
6	TCGA-12-3652-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21331803	+	9	25453521	-	2.7e-05	0.00122468909700094	11
6	TCGA-19-5950-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21501088	+	9	25443248	-	2.7e-05	0.00122468909700094	11
6	TCGA-26-1799-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21083643	-	9	25729646	+	2.7e-05	0.00122468909700094	11
6	TCGA-26-1799-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21137045	+	9	25233274	-	2.7e-05	0.00122468909700094	11
6	TCGA-26-1799-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21161547	+	9	25714877	-	2.7e-05	0.00122468909700094	11
6	TCGA-26-1799-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21380512	-	9	25577788	+	2.7e-05	0.00122468909700094	11
6	TCGA-26-1799-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21425393	-	9	25338611	-	2.7e-05	0.00122468909700094	11
6	TCGA-26-1799-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21448364	-	9	25478799	-	2.7e-05	0.00122468909700094	11
6	TCGA-26-1799-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21454424	+	9	25293918	-	2.7e-05	0.00122468909700094	11
6	TCGA-26-1799-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21532825	+	9	25363328	+	2.7e-05	0.00122468909700094	11
6	TCGA-26-1799-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21596762	-	9	25505344	-	2.7e-05	0.00122468909700094	11
6	TCGA-26-1799-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	22019244	+	9	25492006	+	2.7e-05	0.00122468909700094	11
6	TCGA-26-A7UX-01B	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21792820	+	9	25479628	-	2.7e-05	0.00122468909700094	11
6	TCGA-26-A7UX-01B	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21795764	-	9	25479622	-	2.7e-05	0.00122468909700094	11
6	TCGA-27-1830-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21392570	-	9	25141306	-	2.7e-05	0.00122468909700094	11
6	TCGA-27-1830-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21769601	-	9	25140676	+	2.7e-05	0.00122468909700094	11
6	TCGA-27-1830-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21786121	-	9	25486491	+	2.7e-05	0.00122468909700094	11
6	TCGA-27-1832-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21287175	-	9	25603501	+	2.7e-05	0.00122468909700094	11
6	TCGA-27-2521-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21775840	-	9	25361019	-	2.7e-05	0.00122468909700094	11
6	TCGA-27-2521-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	IFNA4	IFNA17	KLHL9	IFNE	(MTAP)"	LINC01241	"LINC01241	TUSC1"	TCGA-GBM	9	21876234	-	9	25636876	-	2.7e-05	0.00122468909700094	11
7	TCGA-02-0039-01A	(DPY19L2)	"(DPY19L2)"	LINC01257	"LINC01257	ADGRD1"	TCGA-GBM	12	63487190	+	12	131224229	-	6.5e-05	2.00396007413492e-06	2
7	TCGA-06-0221-01A	(DPY19L2)	"(DPY19L2)"	LINC01257	"LINC01257	ADGRD1"	TCGA-GBM	12	63457634	-	12	131112504	-	6.5e-05	2.00396007413492e-06	2
8	TCGA-06-5856-01A	(SDR9C7)	"(SDR9C7)"	OGFOD2	"OGFOD2	PITPNM2	ARL6IP4	ABCB9	(VPS37B)"	TCGA-GBM	12	56844615	+	12	122993596	+	7.3e-05	2.31000235621767e-06	2
8	TCGA-06-5856-01A	(SDR9C7)	"(SDR9C7)"	OGFOD2	"OGFOD2	PITPNM2	ARL6IP4	ABCB9	(VPS37B)"	TCGA-GBM	12	57094822	-	12	123021243	-	7.3e-05	2.31000235621767e-06	2
8	TCGA-14-3476-01B	(SDR9C7)	"(SDR9C7)"	OGFOD2	"OGFOD2	PITPNM2	ARL6IP4	ABCB9	(VPS37B)"	TCGA-GBM	12	56877211	-	12	122899920	-	7.3e-05	2.31000235621767e-06	2
