cluster_num	sid	gene_i	all_genes_i	gene_j	all_genes_j	subtype	bin_i	chr_i	pos_i	strand_i	bin_j	chr_j	pos_j	strand_j	tile_qval	pval	prob	num_hits	stddev_i	stddev_j	tier
29	TCGA-BA-4076-01A	NRIP1	"NRIP1"	(LINC00478)	"(LINC00478)	(MIR125B2)"	HNSC	1359	21	16391320	-	1362	21	18041003	+	0	0	3.04643684451909e-06	5	17.343586710943	17.541379649275	tier 1
29	TCGA-BA-A6DG-01A	NRIP1	"NRIP1"	(LINC00478)	"(LINC00478)	(MIR125B2)"	HNSC	1359	21	16391367	-	1362	21	18040956	+	0	0	3.04643684451909e-06	5	17.343586710943	17.541379649275	tier 1
29	TCGA-IQ-A61L-01A	NRIP1	"NRIP1"	(LINC00478)	"(LINC00478)	(MIR125B2)"	HNSC	1359	21	16391350	-	1362	21	18040973	+	0	0	3.04643684451909e-06	5	17.343586710943	17.541379649275	tier 1
29	TCGA-MT-A51X-01A	NRIP1	"NRIP1"	(LINC00478)	"(LINC00478)	(MIR125B2)"	HNSC	1359	21	16391338	-	1362	21	18040984	+	0	0	3.04643684451909e-06	5	17.343586710943	17.541379649275	tier 1
29	TCGA-QK-A6IJ-01A	NRIP1	"NRIP1"	(LINC00478)	"(LINC00478)	(MIR125B2)"	HNSC	1359	21	16391338	-	1362	21	18040988	+	0	0	3.04643684451909e-06	5	17.343586710943	17.541379649275	tier 1
30	TCGA-C9-A47Z-01A	LRP1B	"LRP1B"	TIAM1	"TIAM1"	HNSC	132	2	141177415	-	1372	21	32743679	+	0	0	6.72418094720494e-07	4	57.0058476532598	57.0058476532598	tier 1
30	TCGA-CN-6018-01A	LRP1B	"LRP1B"	TIAM1	"TIAM1"	HNSC	132	2	141177338	-	1372	21	32743756	+	0	0	6.72418094720494e-07	4	57.0058476532598	57.0058476532598	tier 1
30	TCGA-H7-8502-01A	LRP1B	"LRP1B"	TIAM1	"TIAM1"	HNSC	132	2	141177300	-	1372	21	32743794	+	0	0	6.72418094720494e-07	4	57.0058476532598	57.0058476532598	tier 1
30	TCGA-H7-A6C4-01A	LRP1B	"LRP1B"	TIAM1	"TIAM1"	HNSC	132	2	141177289	-	1372	21	32743805	+	0	0	6.72418094720494e-07	4	57.0058476532598	57.0058476532598	tier 1
31	TCGA-BA-A4IH-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14090230	+	1384	22	20449665	-	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
31	TCGA-BA-A6DA-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14089955	-	1384	22	20450146	+	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
31	TCGA-BA-A6DD-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14090256	+	1384	22	20449631	-	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
31	TCGA-BA-A6DE-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14090045	-	1384	22	20450315	+	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
31	TCGA-CQ-A4CG-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14090170	+	1384	22	20449663	-	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
31	TCGA-CV-6962-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14090088	-	1384	22	20450272	+	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
31	TCGA-CV-7424-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14090322	+	1384	22	20449651	-	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
31	TCGA-CV-7430-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14090222	+	1384	22	20449653	-	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
31	TCGA-CV-A463-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14090325	+	1384	22	20449653	-	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
31	TCGA-CV-A6JE-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14089955	-	1384	22	20450256	+	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
31	TCGA-CV-A6JY-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14090278	+	1384	22	20449606	-	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
31	TCGA-D6-6825-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14090278	+	1384	22	20449652	-	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
31	TCGA-D6-6826-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14090150	+	1384	22	20449656	-	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
31	TCGA-HD-7754-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14090193	+	1384	22	20449664	-	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
31	TCGA-IQ-7631-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14090283	+	1384	22	20449642	-	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
31	TCGA-MT-A67G-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14090208	+	1384	22	20449650	-	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
31	TCGA-QK-A6IF-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14090294	+	1384	22	20449646	-	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
31	TCGA-TN-A7HJ-01A	RFX1	"RFX1"	(RIMBP3)	"(RIMBP3)"	HNSC	1295	19	14090059	-	1384	22	20450291	+	0	0	2.55127828714433e-07	18	118.39488871232	282.036710167937	tier 1
32	TCGA-BA-A6DA-01A	(TRIM48)	"(TRIM48)"	none	"none"	HNSC	890	11	54960906	+	1432	23	58406479	-	0	0	1.30318822213826e-07	6	15632.4880777181	187.853577731878	tier 1
32	TCGA-CN-4731-01A	(TRIM48)	"(TRIM48)"	none	"none"	HNSC	890	11	54926329	+	1432	23	58406947	+	0	0	1.30318822213826e-07	6	15632.4880777181	187.853577731878	tier 1
32	TCGA-CQ-6224-01A	(TRIM48)	"(TRIM48)"	none	"none"	HNSC	890	11	54926405	+	1432	23	58406953	+	0	0	1.30318822213826e-07	6	15632.4880777181	187.853577731878	tier 1
32	TCGA-HD-7754-01A	(TRIM48)	"(TRIM48)"	none	"none"	HNSC	890	11	54926351	+	1432	23	58406939	+	0	0	1.30318822213826e-07	6	15632.4880777181	187.853577731878	tier 1
32	TCGA-T2-A6X0-01A	(TRIM48)	"(TRIM48)"	none	"none"	HNSC	890	11	54919352	+	1432	23	58406926	+	0	0	1.30318822213826e-07	6	15632.4880777181	187.853577731878	tier 1
32	TCGA-T2-A6X2-01A	(TRIM48)	"(TRIM48)"	none	"none"	HNSC	890	11	54919328	+	1432	23	58406927	+	0	0	1.30318822213826e-07	6	15632.4880777181	187.853577731878	tier 1
33	TCGA-BA-A6DI-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372738	+	1447	23	106203433	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-BA-A6DJ-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372633	+	1447	23	106203328	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-BB-A5HZ-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372725	+	1447	23	106203420	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-C9-A47Z-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372642	+	1447	23	106203337	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-CN-4725-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372746	+	1447	23	106203441	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-CN-5356-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372749	+	1447	23	106203444	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-CN-5369-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372718	+	1447	23	106203413	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-CQ-7071-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372753	+	1447	23	106203449	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-CV-7432-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372763	+	1447	23	106203458	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-CV-A45P-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372714	+	1447	23	106203410	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-D6-A4Z9-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372737	+	1447	23	106203432	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-F7-A61V-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372737	+	1447	23	106203445	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-F7-A622-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372769	+	1447	23	106203464	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-H7-8502-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372761	+	1447	23	106203457	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-H7-A6C4-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372771	+	1447	23	106203438	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-HD-7917-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372757	+	1447	23	106203425	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-IQ-7630-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372725	+	1447	23	106203421	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-IQ-A61L-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372720	+	1447	23	106203415	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-MT-A51X-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372762	+	1447	23	106203457	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
33	TCGA-P3-A5QA-01A	(PRKX)	"(PRKX)	(MXRA5)"	MORC4	"MORC4"	HNSC	1408	23	3372717	+	1447	23	106203413	+	0	0	6.92976914407691e-07	20	37.0749951201331	35.7917955903158	tier 1
34	TCGA-CN-4734-01A	KDM4C	"KDM4C"	(ZIC3)	"(ZIC3)"	HNSC	763	9	6727626	+	1450	23	136880969	+	0	0	1.55634400753677e-07	9	112.811913279484	3860.7654681423	tier 1
34	TCGA-CR-7382-01A	KDM4C	"KDM4C"	(ZIC3)	"(ZIC3)"	HNSC	763	9	6727785	+	1450	23	136880972	+	0	0	1.55634400753677e-07	9	112.811913279484	3860.7654681423	tier 1
34	TCGA-CV-5443-01A	KDM4C	"KDM4C"	(ZIC3)	"(ZIC3)"	HNSC	763	9	6727999	-	1450	23	136873691	-	0	0	1.55634400753677e-07	9	112.811913279484	3860.7654681423	tier 1
34	TCGA-CV-7252-01A	KDM4C	"KDM4C"	(ZIC3)	"(ZIC3)"	HNSC	763	9	6727684	+	1450	23	136880995	+	0	0	1.55634400753677e-07	9	112.811913279484	3860.7654681423	tier 1
34	TCGA-CV-7413-01A	KDM4C	"KDM4C"	(ZIC3)	"(ZIC3)"	HNSC	763	9	6727724	-	1450	23	136873660	-	0	0	1.55634400753677e-07	9	112.811913279484	3860.7654681423	tier 1
34	TCGA-D6-A6EO-01A	KDM4C	"KDM4C"	(ZIC3)	"(ZIC3)"	HNSC	763	9	6727774	+	1450	23	136880984	+	0	0	1.55634400753677e-07	9	112.811913279484	3860.7654681423	tier 1
34	TCGA-HD-7917-01A	KDM4C	"KDM4C"	(ZIC3)	"(ZIC3)"	HNSC	763	9	6727830	-	1450	23	136873668	-	0	0	1.55634400753677e-07	9	112.811913279484	3860.7654681423	tier 1
34	TCGA-HL-7533-01A	KDM4C	"KDM4C"	(ZIC3)	"(ZIC3)"	HNSC	763	9	6727747	+	1450	23	136880968	+	0	0	1.55634400753677e-07	9	112.811913279484	3860.7654681423	tier 1
34	TCGA-T2-A6WX-01A	KDM4C	"KDM4C"	(ZIC3)	"(ZIC3)"	HNSC	763	9	6727900	-	1450	23	136873591	-	0	0	1.55634400753677e-07	9	112.811913279484	3860.7654681423	tier 1
35	TCGA-C9-A47Z-01A	TIAM1	"TIAM1"	(MIR891A)	"(MIR891A)"	HNSC	1372	21	32743274	-	1452	23	145333095	+	0	0	1.44424860977998e-07	4	59.4250227878234	60.2072808443187	tier 1
35	TCGA-CN-4725-01A	TIAM1	"TIAM1"	(MIR891A)	"(MIR891A)"	HNSC	1372	21	32743165	-	1452	23	145333204	+	0	0	1.44424860977998e-07	4	59.4250227878234	60.2072808443187	tier 1
35	TCGA-F7-A622-01A	TIAM1	"TIAM1"	(MIR891A)	"(MIR891A)"	HNSC	1372	21	32743136	-	1452	23	145333232	+	0	0	1.44424860977998e-07	4	59.4250227878234	60.2072808443187	tier 1
35	TCGA-P3-A5QA-01A	TIAM1	"TIAM1"	(MIR891A)	"(MIR891A)"	HNSC	1372	21	32743189	-	1452	23	145333200	+	0	0	1.44424860977998e-07	4	59.4250227878234	60.2072808443187	tier 1
36	TCGA-CQ-6218-01A	BCL11A*	"BCL11A*"	(CHST9)	"(CHST9)"	HNSC	94	2	60779703	-	1233	18	25104272	+	9.10369970622575e-13	1.1e-16	1.70235687475739e-07	3	13.5277492584687	13.5277492584687	tier 1
36	TCGA-IQ-7630-01A	BCL11A*	"BCL11A*"	(CHST9)	"(CHST9)"	HNSC	94	2	60779691	-	1233	18	25104284	+	9.10369970622575e-13	1.1e-16	1.70235687475739e-07	3	13.5277492584687	13.5277492584687	tier 1
36	TCGA-IQ-A6SH-01A	BCL11A*	"BCL11A*"	(CHST9)	"(CHST9)"	HNSC	94	2	60779718	-	1233	18	25104257	+	9.10369970622575e-13	1.1e-16	1.70235687475739e-07	3	13.5277492584687	13.5277492584687	tier 1
37	TCGA-BA-A6DG-01A	none	"none"	(GTSCR1)	"(GTSCR1)"	HNSC	425	4	180623561	+	1269	18	68462367	-	9.10369970622575e-13	1.1e-16	8.42849783590843e-08	3	38.0175398116887	38.527046776691	tier 1
37	TCGA-DQ-7588-01A	none	"none"	(GTSCR1)	"(GTSCR1)"	HNSC	425	4	180623597	+	1269	18	68462331	-	9.10369970622575e-13	1.1e-16	8.42849783590843e-08	3	38.0175398116887	38.527046776691	tier 1
37	TCGA-IQ-A61K-01A	none	"none"	(GTSCR1)	"(GTSCR1)"	HNSC	425	4	180623521	+	1269	18	68462408	-	9.10369970622575e-13	1.1e-16	8.42849783590843e-08	3	38.0175398116887	38.527046776691	tier 1
38	TCGA-CN-A6V3-01A	(RP11-510D19.1)	"(RP11-510D19.1)"	(LINC01204)	"(LINC01204)"	HNSC	1269	18	68812536	+	1424	23	45315218	-	9.10369970622575e-13	1.1e-16	1.26173599753758e-07	3	15.1327459504216	15.1327459504216	tier 1
38	TCGA-D6-A6EK-01A	(RP11-510D19.1)	"(RP11-510D19.1)"	(LINC01204)	"(LINC01204)"	HNSC	1269	18	68812543	+	1424	23	45315211	-	9.10369970622575e-13	1.1e-16	1.26173599753758e-07	3	15.1327459504216	15.1327459504216	tier 1
38	TCGA-H7-8502-01A	(RP11-510D19.1)	"(RP11-510D19.1)"	(LINC01204)	"(LINC01204)"	HNSC	1269	18	68812565	+	1424	23	45315189	-	9.10369970622575e-13	1.1e-16	1.26173599753758e-07	3	15.1327459504216	15.1327459504216	tier 1
39	TCGA-BA-A6DG-01A	(EPHA3)	"(EPHA3)"	(ZNF184)	"(ZNF184)"	HNSC	251	3	89904463	+	507	6	27451149	-	1.79294238489026e-12	2.2e-16	1.48741972126248e-07	3	16.7729941672122	16.5227116418583	tier 1
39	TCGA-F7-A61V-01A	(EPHA3)	"(EPHA3)"	(ZNF184)	"(ZNF184)"	HNSC	251	3	89904491	+	507	6	27451122	-	1.79294238489026e-12	2.2e-16	1.48741972126248e-07	3	16.7729941672122	16.5227116418583	tier 1
39	TCGA-MT-A51X-01A	(EPHA3)	"(EPHA3)"	(ZNF184)	"(ZNF184)"	HNSC	251	3	89904461	+	507	6	27451152	-	1.79294238489026e-12	2.2e-16	1.48741972126248e-07	3	16.7729941672122	16.5227116418583	tier 1
40	TCGA-CN-A6V3-01A	(LINC00603)	"(LINC00603)"	SRPK2	"SRPK2"	HNSC	473	5	39863179	+	635	7	104837880	-	1.79294238489026e-12	2.2e-16	1.42837638661724e-07	3	17.0391705588427	19.157244060668	tier 1
40	TCGA-D6-A6EK-01A	(LINC00603)	"(LINC00603)"	SRPK2	"SRPK2"	HNSC	473	5	39863180	+	635	7	104837884	-	1.79294238489026e-12	2.2e-16	1.42837638661724e-07	3	17.0391705588427	19.157244060668	tier 1
40	TCGA-H7-8502-01A	(LINC00603)	"(LINC00603)"	SRPK2	"SRPK2"	HNSC	473	5	39863209	+	635	7	104837849	-	1.79294238489026e-12	2.2e-16	1.42837638661724e-07	3	17.0391705588427	19.157244060668	tier 1
41	TCGA-BA-4077-01B	LOC100287704	"LOC100287704	(ZNF733P)"	(TRIM48)	"(TRIM48)	(TRIM51HP)"	HNSC	604	7	62816971	-	890	11	54926165	+	3.4796363321574e-12	4.4e-16	1.94396806601439e-07	4	24491.000122494	44.1012093560558	tier 1
41	TCGA-BA-4078-01A	LOC100287704	"LOC100287704	(ZNF733P)"	(TRIM48)	"(TRIM48)	(TRIM51HP)"	HNSC	604	7	62816965	-	890	11	54926124	+	3.4796363321574e-12	4.4e-16	1.94396806601439e-07	4	24491.000122494	44.1012093560558	tier 1
41	TCGA-CQ-7067-01A	LOC100287704	"LOC100287704	(ZNF733P)"	(TRIM48)	"(TRIM48)	(TRIM51HP)"	HNSC	604	7	62816968	-	890	11	54926134	+	3.4796363321574e-12	4.4e-16	1.94396806601439e-07	4	24491.000122494	44.1012093560558	tier 1
41	TCGA-QK-A6IG-01A	LOC100287704	"LOC100287704	(ZNF733P)"	(TRIM48)	"(TRIM48)	(TRIM51HP)"	HNSC	604	7	62767986	+	890	11	54926222	-	3.4796363321574e-12	4.4e-16	1.94396806601439e-07	4	24491.000122494	44.1012093560558	tier 1
42	TCGA-BA-4076-01A	none	"none"	(WWOX)	"(WWOX)"	HNSC	450	5	18450206	+	1163	16	78117327	+	3.4796363321574e-12	4.4e-16	2.15482087526511e-07	3	12.5299640861417	12.0554275466834	tier 1
42	TCGA-IQ-A61L-01A	none	"none"	(WWOX)	"(WWOX)"	HNSC	450	5	18450181	+	1163	16	78117303	+	3.4796363321574e-12	4.4e-16	2.15482087526511e-07	3	12.5299640861417	12.0554275466834	tier 1
42	TCGA-QK-A8ZB-01A	none	"none"	(WWOX)	"(WWOX)"	HNSC	450	5	18450195	+	1163	16	78117317	+	3.4796363321574e-12	4.4e-16	2.15482087526511e-07	3	12.5299640861417	12.0554275466834	tier 1
43	TCGA-C9-A47Z-01A	(LINC01139)	"(LINC01139)"	EYS	"EYS"	HNSC	72	1	238493997	-	529	6	64961854	-	5.1810761563373e-12	6.7e-16	8.13225741046682e-08	3	63.3166644731069	63.3166644731069	tier 1
43	TCGA-H7-8502-01A	(LINC01139)	"(LINC01139)"	EYS	"EYS"	HNSC	72	1	238493878	-	529	6	64961735	-	5.1810761563373e-12	6.7e-16	8.13225741046682e-08	3	63.3166644731069	63.3166644731069	tier 1
43	TCGA-H7-A6C4-01A	(LINC01139)	"(LINC01139)"	EYS	"EYS"	HNSC	72	1	238493900	-	529	6	64961757	-	5.1810761563373e-12	6.7e-16	8.13225741046682e-08	3	63.3166644731069	63.3166644731069	tier 1
44	TCGA-BA-4076-01A	(FUT10)	"(FUT10)"	DOCK1	"DOCK1"	HNSC	678	8	32936893	-	855	10	128889946	+	8.50998016016755e-12	1.1e-15	1.72423484012291e-07	3	27.6465790529919	24.7857485933617	tier 1
44	TCGA-BA-A6DG-01A	(FUT10)	"(FUT10)"	DOCK1	"DOCK1"	HNSC	678	8	32936944	-	855	10	128889900	+	8.50998016016755e-12	1.1e-15	1.72423484012291e-07	3	27.6465790529919	24.7857485933617	tier 1
44	TCGA-MT-A51X-01A	(FUT10)	"(FUT10)"	DOCK1	"DOCK1"	HNSC	678	8	32936900	-	855	10	128889939	+	8.50998016016755e-12	1.1e-15	1.72423484012291e-07	3	27.6465790529919	24.7857485933617	tier 1
45	TCGA-BA-A6DJ-01A	(DIO3)	"(DIO3)	(DIO3OS)	(MIR1247)"	HAGH	"HAGH	(FAHD1)"	HNSC	1117	14	102095082	+	1139	16	1872071	+	1.32324198546831e-11	1.8e-15	1.35745027167441e-07	3	58.6174035590114	46.1302503786832	tier 1
45	TCGA-CR-7395-01A	(DIO3)	"(DIO3)	(DIO3OS)	(MIR1247)"	HAGH	"HAGH	(FAHD1)"	HNSC	1117	14	102095194	+	1139	16	1872091	+	1.32324198546831e-11	1.8e-15	1.35745027167441e-07	3	58.6174035590114	46.1302503786832	tier 1
45	TCGA-IQ-A61L-01A	(DIO3)	"(DIO3)	(DIO3OS)	(MIR1247)"	HAGH	"HAGH	(FAHD1)"	HNSC	1117	14	102095168	+	1139	16	1872159	+	1.32324198546831e-11	1.8e-15	1.35745027167441e-07	3	58.6174035590114	46.1302503786832	tier 1
46	TCGA-BA-4076-01A	(CDH10)	"(CDH10)"	(NT5E)	"(NT5E)"	HNSC	460	5	24041166	+	540	6	85946603	-	1.63107953069878e-11	2.2e-15	1.79603526687246e-07	3	35.3600527903075	35.9304884464434	tier 1
46	TCGA-CR-7380-01A	(CDH10)	"(CDH10)"	(NT5E)	"(NT5E)"	HNSC	460	5	24041100	+	540	6	85946670	-	1.63107953069878e-11	2.2e-15	1.79603526687246e-07	3	35.3600527903075	35.9304884464434	tier 1
46	TCGA-QK-A8ZB-01A	(CDH10)	"(CDH10)"	(NT5E)	"(NT5E)"	HNSC	460	5	24041155	+	540	6	85946614	-	1.63107953069878e-11	2.2e-15	1.79603526687246e-07	3	35.3600527903075	35.9304884464434	tier 1
47	TCGA-CN-4725-01A	F11-AS1	"F11-AS1"	(RP11-745C15.2)	"(RP11-745C15.2)"	HNSC	434	4	187379431	+	598	7	54944726	+	1.70082224166659e-11	2.3e-15	2.97217528699597e-07	3	23.4591844132172	17.3493515728975	tier 1
47	TCGA-CN-5373-01A	F11-AS1	"F11-AS1"	(RP11-745C15.2)	"(RP11-745C15.2)"	HNSC	434	4	187379420	+	598	7	54944737	+	1.70082224166659e-11	2.3e-15	2.97217528699597e-07	3	23.4591844132172	17.3493515728975	tier 1
47	TCGA-DQ-7588-01A	F11-AS1	"F11-AS1"	(RP11-745C15.2)	"(RP11-745C15.2)"	HNSC	434	4	187379465	+	598	7	54944760	+	1.70082224166659e-11	2.3e-15	2.97217528699597e-07	3	23.4591844132172	17.3493515728975	tier 1
48	TCGA-BA-A6DG-01A	SNRNP40	"SNRNP40	(ZCCHC17)"	(CYBRD1)	"(CYBRD1)"	HNSC	7	1	31765319	-	155	2	172374942	-	2.15701946100573e-11	3e-15	1.58488900456316e-07	3	53.1538647074071	53.1538647074071	tier 1
48	TCGA-BA-A6DJ-01A	SNRNP40	"SNRNP40	(ZCCHC17)"	(CYBRD1)	"(CYBRD1)"	HNSC	7	1	31765409	-	155	2	172375032	-	2.15701946100573e-11	3e-15	1.58488900456316e-07	3	53.1538647074071	53.1538647074071	tier 1
48	TCGA-CN-4725-01A	SNRNP40	"SNRNP40	(ZCCHC17)"	(CYBRD1)	"(CYBRD1)"	HNSC	7	1	31765315	-	155	2	172374938	-	2.15701946100573e-11	3e-15	1.58488900456316e-07	3	53.1538647074071	53.1538647074071	tier 1
49	TCGA-C9-A47Z-01A	(AY269186.1)	"(AY269186.1)"	(TAC1)	"(TAC1)"	HNSC	212	3	137348	+	632	7	97219368	-	2.459844265216e-11	3.4e-15	1.41102264103471e-07	3	64.4230807500956	64.1170804076418	tier 1
49	TCGA-H7-8502-01A	(AY269186.1)	"(AY269186.1)"	(TAC1)	"(TAC1)"	HNSC	212	3	137457	+	632	7	97219259	-	2.459844265216e-11	3.4e-15	1.41102264103471e-07	3	64.4230807500956	64.1170804076418	tier 1
49	TCGA-H7-A6C4-01A	(AY269186.1)	"(AY269186.1)"	(TAC1)	"(TAC1)"	HNSC	212	3	137462	+	632	7	97219255	-	2.459844265216e-11	3.4e-15	1.41102264103471e-07	3	64.4230807500956	64.1170804076418	tier 1
50	TCGA-BA-4076-01A	EXOC4	"EXOC4"	(FUT10)	"(FUT10)"	HNSC	658	7	133615846	+	678	8	32936895	-	2.99505610469252e-11	4.2e-15	3.03277663462029e-07	3	22.8546129552293	22.8546129552293	tier 1
50	TCGA-BA-A6DG-01A	EXOC4	"EXOC4"	(FUT10)	"(FUT10)"	HNSC	658	7	133615805	+	678	8	32936936	-	2.99505610469252e-11	4.2e-15	3.03277663462029e-07	3	22.8546129552293	22.8546129552293	tier 1
50	TCGA-MT-A51X-01A	EXOC4	"EXOC4"	(FUT10)	"(FUT10)"	HNSC	658	7	133615843	+	678	8	32936898	-	2.99505610469252e-11	4.2e-15	3.03277663462029e-07	3	22.8546129552293	22.8546129552293	tier 1
51	TCGA-C9-A47Z-01A	(COL5A2)	"(COL5A2)	(WDR75)"	MORC4	"MORC4"	HNSC	183	2	190157702	+	1447	23	106203308	+	4.01760642298436e-11	5.8e-15	2.15480537976718e-07	3	39.8036849215413	49.7426711519731	tier 1
51	TCGA-CN-4730-01A	(COL5A2)	"(COL5A2)	(WDR75)"	MORC4	"MORC4"	HNSC	183	2	190157750	+	1447	23	106203391	+	4.01760642298436e-11	5.8e-15	2.15480537976718e-07	3	39.8036849215413	49.7426711519731	tier 1
